Quote,Clear
""" Если бы все в мире одновременно сидели тихо,  закрыли глаза и изо всех сил сосредоточились на мире и доброй воле,  все убийства и жестокость в мире продолжались бы.  И,  вероятно,  увеличивались бы"" . 
",если бы все в мире одновременно сидели тихо закрыли глаза и изо всех сил сосредоточились на мире и доброй воле все убийства и жестокость в мире продолжались бы и вероятно увеличивались бы
"Я всю свою жизнь был помешан на зарабатывании денег. 
",я всю свою жизнь был помешан на зарабатывании денег
"Не стоит судить кого-то,  пока не пройдешь милю по подземному туннелю в ее неудобных туфлях
",не стоит судить кого-то пока не пройдешь милю по подземному туннелю в ее неудобных туфлях
"Я до сих пор помню тот день,  когда мой отец впервые повел меня на Кладбище забытых книг. 
",я до сих пор помню тот день когда мой отец впервые повел меня на кладбище забытых книг
""" Я узнал,  что поиск Бога - это Темная ночь,  что Вера - это Темная ночь.  И это вряд ли удивительно на самом деле,  потому что для нас каждый день - темная ночь.  Никто из нас не знает,  что может произойти даже в следующую минуту,  и все же мы продолжаем идти вперед.  Потому что мы доверяем.  Потому что у нас есть вера. "" 
",я узнал что поиск бога это темная ночь что вера это темная ночь и это вряд ли удивительно на самом деле потому что для нас каждый день темная ночь никто из нас не знает что может произойти даже в следующую минуту и все же мы продолжаем идти вперед потому что мы доверяем потому что у нас есть вера
""" Часть меня действительно хочет верить,  что надежда доступна всем нам.  Мы не обязаны ее принимать.  Было бы сентиментально и глупо говорить,  что мы все в этом нуждаемся,  но это абсолютно доступно каждому из нас"" . 
",часть меня действительно хочет верить что надежда доступна всем нам мы не обязаны ее принимать было бы сентиментально и глупо говорить что мы все в этом нуждаемся но это абсолютно доступно каждому из нас
"Возможность может постучаться только один раз,  но искушение давит на дверной звонок
",возможность может постучаться только один раз но искушение давит на дверной звонок
"Единственный выход из лабиринта страданий - простить
",единственный выход из лабиринта страданий простить
""" Леонард Коэн умеет обращаться со словами и юмором,  которые напоминают мне о необходимости расслабиться,  что я очень ценю"" . 
",леонард коэн умеет обращаться со словами и юмором которые напоминают мне о необходимости расслабиться что я очень ценю
""" Когда мы терпим неудачу,  наша гордость поддерживает нас,  а когда мы добиваемся успеха,  она нас предает"" . 
",когда мы терпим неудачу наша гордость поддерживает нас а когда мы добиваемся успеха она нас предает
""" Я хотел начать революцию,  используя искусство для построения общества,  которое я сам себе представлял"" . 
",я хотел начать революцию используя искусство для построения общества которое я сам себе представлял
""" Вселенная,  возможно,  не всегда играет честно,  но,  по крайней мере,  у нее чертовски хорошее чувство юмора"" . 
",вселенная возможно не всегда играет честно но по крайней мере у нее чертовски хорошее чувство юмора
""" Видите ли,  бедные всю жизнь мечтают о том,  чтобы вдоволь наесться и выглядеть как богатые.  А о чем мечтают богатые? ?  Похудеть и выглядеть как бедные"" . 
",видите ли бедные всю жизнь мечтают о том чтобы вдоволь наесться и выглядеть как богатые а о чем мечтают богатые похудеть и выглядеть как бедные
""" Черная кошка среди роз,  флоксов,  сирени,  окутанных туманом в четверть луны,  сладких запахов гелиотропа и ночных цветов.  В саду очень тихо. Он ослеплен лунным светом,  наполнен ароматом духов. . . "" 
",черная кошка среди роз флоксов сирени окутанных туманом в четверть луны сладких запахов гелиотропа и ночных цветов в саду очень тихо он ослеплен лунным светом наполнен ароматом духов
""" По необходимости,  по склонности и по удовольствию мы все цитируем"" . 
",по необходимости по склонности и по удовольствию мы все цитируем
"Любовь к движению - единственная и неповторимая. 
",любовь к движению единственная и неповторимая
""" Когда люди видят в одних вещах красоту,  другие вещи становятся уродливыми. Когда люди видят в одних вещах добро,  другие вещи становятся плохими"" . 
",когда люди видят в одних вещах красоту другие вещи становятся уродливыми когда люди видят в одних вещах добро другие вещи становятся плохими
""" Мысль проявляет слово;  Слово проявляет поступок;  Поступок перерастает в привычку;  А привычка закаляется в характере;  Поэтому внимательно наблюдайте за мыслью и ее путями,  и позвольте им возникнуть у рожденного любовью из сострадания ко всем существам. Как тень следует за телом,  как мы думаем,  такими мы и становимся"" . 
",мысль проявляет слово слово проявляет поступок поступок перерастает в привычку а привычка закаляется в характере поэтому внимательно наблюдайте за мыслью и ее путями и позвольте им возникнуть у рожденного любовью из сострадания ко всем существам как тень следует за телом как мы думаем такими мы и становимся
""" Зигмунд Фрейд был романистом с научным образованием.  Он просто не знал,  что он романист.  Все эти чертовы психиатры,  которые охотились за ним,  они тоже не знали,  что он романист"" . ""  ( Интервью в журнале "" Писатели за работой:  интервью в Парижском обзоре"" ,  восьмая серия,  изд.  Джордж Плимптон,  1988) "" 
",зигмунд фрейд был романистом с научным образованием он просто не знал что он романист все эти чертовы психиатры которые охотились за ним они тоже не знали что он романист интервью в журнале писатели за работой интервью в парижском обзоре восьмая серия изд джордж плимптон 1988
"Искусство - это отражение творческого ума. 
",искусство это отражение творческого ума
". . . не судите о своем будущем,  основываясь на чужих ошибках. 
",не судите о своем будущем основываясь на чужих ошибках
""" Может ли человек украсть счастье?  Или это просто еще одна внутренняя,  адская уловка человека? "" 
",может ли человек украсть счастье или это просто еще одна внутренняя адская уловка человека
""" В глубокой тишине поднимите свое сознание.  Теперь почувствуйте глубокую радость жизни"" . 
",в глубокой тишине поднимите свое сознание теперь почувствуйте глубокую радость жизни
""" Даже в детстве я никогда не был генератором юмора,  но я всегда знал,  кто смешной,  с кем можно потусоваться"" . 
",даже в детстве я никогда не был генератором юмора но я всегда знал кто смешной с кем можно потусоваться
"Одна смерть - это трагедия;  миллион смертей - это статистика. 
",одна смерть это трагедия миллион смертей это статистика
"Усвоить веру без самой веры - все равно что спеть песню без мелодии. 
",усвоить веру без самой веры все равно что спеть песню без мелодии
""" На мой взгляд,  Энн Ромни кажется лучшим кандидатом,  чем ее муж.  Она добилась ремиссии рассеянного склероза благодаря верховой езде,  альтернативным методам лечения и здоровому питанию.  Она знает,  как держать себя в руках.  У нее есть чувство юмора и врожденная честность,  а ее волосы развеваются на ветру.  Может,  ей стоит побегать? "" 
",на мой взгляд энн ромни кажется лучшим кандидатом чем ее муж она добилась ремиссии рассеянного склероза благодаря верховой езде альтернативным методам лечения и здоровому питанию она знает как держать себя в руках у нее есть чувство юмора и врожденная честность а ее волосы развеваются на ветру может ей стоит побегать
""" Критерий любой хорошей художественной литературы заключается в том,  что вы должны заботиться о персонажах;  хорошие - чтобы преуспеть,  плохие - чтобы потерпеть неудачу.  Проблема большинства художественных произведений в том,  что вы хотите,  чтобы они все вместе попали в ад,  и как можно быстрее"" . 
",критерий любой хорошей художественной литературы заключается в том что вы должны заботиться о персонажах хорошие чтобы преуспеть плохие чтобы потерпеть неудачу проблема большинства художественных произведений в том что вы хотите чтобы они все вместе попали в ад и как можно быстрее
"Дни рождения могут быть таким разочарованием,  когда ты старше страны,  в которой живешь. 
",дни рождения могут быть таким разочарованием когда ты старше страны в которой живешь
""" Единственный тиран,  которого я принимаю в этом мире,  - это "" тихий голос""  внутри меня.  И даже несмотря на то,  что мне приходится сталкиваться с перспективой оказаться в меньшинстве,  я смиренно верю,  что у меня хватит мужества оказаться в таком безнадежном меньшинстве"" . 
",единственный тиран которого я принимаю в этом мире это тихий голос внутри меня и даже несмотря на то что мне приходится сталкиваться с перспективой оказаться в меньшинстве я смиренно верю что у меня хватит мужества оказаться в таком безнадежном меньшинстве
""" Смерть,  как я давно обнаружил,  доступна в различных вариантах,  и ни один из них не является особенно приятным на вкус"" . 
",смерть как я давно обнаружил доступна в различных вариантах и ни один из них не является особенно приятным на вкус
"Воспитывайте себя в высшей степени. 
",воспитывайте себя в высшей степени
""" Вера универсальна.  Наши конкретные методы ее понимания произвольны.  Некоторые из нас молятся Иисусу,  некоторые из нас отправляются в Мекку,  некоторые из нас изучают субатомные частицы.  В конце концов,  все мы просто ищем истину,  то,  что больше нас самих. "" 
",вера универсальна наши конкретные методы ее понимания произвольны некоторые из нас молятся иисусу некоторые из нас отправляются в мекку некоторые из нас изучают субатомные частицы в конце концов все мы просто ищем истину то что больше нас самих
""" Ближняя сторона галактики находится на десятки тысяч световых лет ближе к нам,  чем дальняя;  таким образом,  мы видим переднюю часть такой,  какой она была за десятки тысяч лет до обратной.  Но типичные события в галактической динамике занимают десятки миллионов лет,  поэтому ошибка в представлении об изображении галактики как застывшей в один момент времени невелика"" . 
",ближняя сторона галактики находится на десятки тысяч световых лет ближе к нам чем дальняя таким образом мы видим переднюю часть такой какой она была за десятки тысяч лет до обратной но типичные события в галактической динамике занимают десятки миллионов лет поэтому ошибка в представлении об изображении галактики как застывшей в один момент времени невелика
"Космос - это дыхание искусства. 
",космос это дыхание искусства
""" Я устал,  я голоден,  и у меня голова в мешке"" ,  - предупредил я его.  "" Не шути со мной"" . 
",я устал я голоден и у меня голова в мешке предупредил я его не шути со мной
""" Она предполагала,  что они были несовершенствами,  эти отметины,  но ей они так не казались;  они были историей,  вырезанной на его теле:  картой жизни,  полной бесконечной войны"" . 
",она предполагала что они были несовершенствами эти отметины но ей они так не казались они были историей вырезанной на его теле картой жизни полной бесконечной войны
"Возьмите несколько подсказок из некоторых вопросов.  Качество и количество приводят к очередям. 
",возьмите несколько подсказок из некоторых вопросов качество и количество приводят к очередям
"Есть некоторые варианты,  которые вы можете сделать только один раз.  Вы не можете вернуться к тому,  где вы сделали выбор,  а затем принять другой. 
",есть некоторые варианты которые вы можете сделать только один раз вы не можете вернуться к тому где вы сделали выбор а затем принять другой
""" Люди спрашивают меня,  что самое важное в гонке,  и я всегда отвечаю,  что это чувство юмора.  Если у тебя нет ничего,  кроме чувства юмора,  ты выживешь"" . 
",люди спрашивают меня что самое важное в гонке и я всегда отвечаю что это чувство юмора если у тебя нет ничего кроме чувства юмора ты выживешь
""" Когда мертвые ходят,  ищи источник воды,  ибо этого Мертвые всегда будут избегать.  Лучшая или широчайшее озеро Быстрой реки,  чтобы охранять мертвых,  иметь и созидать. Если вода подведет тебя,  огонь - твой друг,  если никто не защитит,  это будет твой конец"" . 
",когда мертвые ходят ищи источник воды ибо этого мертвые всегда будут избегать лучшая или широчайшее озеро быстрой реки чтобы охранять мертвых иметь и созидать если вода подведет тебя огонь твой друг если никто не защитит это будет твой конец
""" Прежде чем причинять кому-либо боль,  особенно тем,  кто не может защитить себя,  почувствуйте их боль своим сердцем.  Заботьтесь о них,  как о своем маленьком ребенке"" . 
",прежде чем причинять кому-либо боль особенно тем кто не может защитить себя почувствуйте их боль своим сердцем заботьтесь о них как о своем маленьком ребенке
""" Успех - это осознание истинной радости и чуда жизни,  которые могут быть вашими,  только если вы следуете своей собственной интуиции,  стремясь достичь своего блаженства"" . 
",успех это осознание истинной радости и чуда жизни которые могут быть вашими только если вы следуете своей собственной интуиции стремясь достичь своего блаженства
""" Как только я сбежал от него,  у меня хватило ума держаться от него подальше.  Охотиться на него так же мудро,  как охотиться на дикобраза.  Я не могу оставить это в покое,  Ночной волк. Я понимаю.  Я того же мнения о дикобразах"" . 
",как только я сбежал от него у меня хватило ума держаться от него подальше охотиться на него так же мудро как охотиться на дикобраза я не могу оставить это в покое ночной волк я понимаю я того же мнения о дикобразах
""" Когда ваши дети становятся подростками,  важно завести собаку,  чтобы кто-то в доме был рад вас видеть"" . 
",когда ваши дети становятся подростками важно завести собаку чтобы кто-то в доме был рад вас видеть
""" Когда я начинал,  это было связано с событиями 11 сентября - исламофобия просто обрела второе дыхание.  Очевидно,  это во многом определило мой юмор,  и это повлияло на многое из того,  о чем я говорил на сцене,  потому что в то время это было чрезвычайно актуально"" . 
",когда я начинал это было связано с событиями 11 сентября исламофобия просто обрела второе дыхание очевидно это во многом определило мой юмор и это повлияло на многое из того о чем я говорил на сцене потому что в то время это было чрезвычайно актуально
"Когда я думаю об искусстве,  я думаю о красоте.  Красота - это тайна жизни.  Она не в глазах,  она в уме.  В нашем сознании присутствует осознание совершенства. 
",когда я думаю об искусстве я думаю о красоте красота это тайна жизни она не в глазах она в уме в нашем сознании присутствует осознание совершенства
""" Жизнь прекрасна,  величественна даже для медузы"" . 
",жизнь прекрасна величественна даже для медузы
""" Интересно,  - сказал он,  - зажигаются ли звезды на небесах для того,  чтобы однажды каждый из нас мог снова обрести свое. . . ” 
",интересно сказал он зажигаются ли звезды на небесах для того чтобы однажды каждый из нас мог снова обрести свое
""" Любые идеи,  план или цель могут быть заложены в разум посредством повторения мысли"" 
",любые идеи план или цель могут быть заложены в разум посредством повторения мысли
""" Моя политика оптимизма и надежды по-прежнему связывает свою судьбу с демократами - в оптимистической надежде,  что тлеющие угли ее статуса партии наших лучших ангелов,  той,  которая рисковала ради социальной справедливости,  все еще можно раздуть в пламя.  Но я старик,  родился в 1969 году"" . 
",моя политика оптимизма и надежды по-прежнему связывает свою судьбу с демократами в оптимистической надежде что тлеющие угли ее статуса партии наших лучших ангелов той которая рисковала ради социальной справедливости все еще можно раздуть в пламя но я старик родился в 1969 году
""" Разве это не забавно? Я наслаждаюсь своей ненавистью гораздо больше,  чем когда-либо наслаждался любовью.  Любовь темпераментна.  Утомительный.  Она предъявляет требования.  Любовь использует тебя,  меняет свое мнение.  Но ненависть - это то,  что ты можешь использовать.  Лепи.  Владеть.  Это жестко или мягко,  как вам будет нужно.  Любовь унижает вас,  но ненависть убаюкивает вас. "" 
",разве это не забавно я наслаждаюсь своей ненавистью гораздо больше чем когда-либо наслаждался любовью любовь темпераментна утомительный она предъявляет требования любовь использует тебя меняет свое мнение но ненависть это то что ты можешь использовать лепи владеть это жестко или мягко как вам будет нужно любовь унижает вас но ненависть убаюкивает вас
""" Я полагаю,  что поскольку большинство наших обид приходит через отношения,  то и наше исцеление тоже,  и я знаю,  что благодать редко имеет смысл для тех,  кто смотрит на нее со стороны"" . 
",я полагаю что поскольку большинство наших обид приходит через отношения то и наше исцеление тоже и я знаю что благодать редко имеет смысл для тех кто смотрит на нее со стороны
""" Лично мне не нравятся счастливые по своей сути люди.  Я им не доверяю.  Я думаю,  что с каждым,  кто хотя бы немного не разочарован миром,  что-то серьезно не так"" . 
",лично мне не нравятся счастливые по своей сути люди я им не доверяю я думаю что с каждым кто хотя бы немного не разочарован миром что-то серьезно не так
"В ревности больше самолюбия,  чем любви. 
",в ревности больше самолюбия чем любви
""" Прошлой ночью я не спала целых восемь часов.  Нет,  она немного растаяла.  Чертово глобальное потепление. "" 
",прошлой ночью я не спала целых восемь часов нет она немного растаяла чертово глобальное потепление
""" Умирать - это искусство. Как и все остальное,  я делаю это исключительно хорошо. Я делаю это так,  что это похоже на ад. Я делаю это так,  чтобы это казалось реальным. Думаю,  можно сказать,  что у меня есть призвание"" . 
",умирать это искусство как и все остальное я делаю это исключительно хорошо я делаю это так что это похоже на ад я делаю это так чтобы это казалось реальным думаю можно сказать что у меня есть призвание
""" У разных людей разные идеи.  Нам нужно убить их —  идеи,  а не людей.  Людей нам нужно просто пытать"" . 
",у разных людей разные идеи нам нужно убить их идеи а не людей людей нам нужно просто пытать
"Рай для глупца - это ад для мудрого человека. 
",рай для глупца это ад для мудрого человека
""" И когда ее губы встретились с моими,  я понял,  что мог бы дожить до ста лет и побывать во всех странах мира,  но ничто никогда не сравнится с тем единственным моментом,  когда я впервые поцеловал девушку своей мечты и понял,  что моя любовь будет длиться вечно"" . 
",и когда ее губы встретились с моими я понял что мог бы дожить до ста лет и побывать во всех странах мира но ничто никогда не сравнится с тем единственным моментом когда я впервые поцеловал девушку своей мечты и понял что моя любовь будет длиться вечно
""" Душа моя превозносит Господа,  и дух мой возрадовался о Боге,  Спасителе моем"" . 
",душа моя превозносит господа и дух мой возрадовался о боге спасителе моем
"Я думаю,  что единение - очень важная составляющая семейной жизни. 
",я думаю что единение очень важная составляющая семейной жизни
""" Победители не рождались победителями;  они учились и практиковали,  как побеждать,  и у них это есть!  Каждый,  кто дает отличное свидетельство о своей жизни,  начинает с начала,  которое было "" неадекватным"" ,  пока что-то не произошло. . .  прорыв стал очевиден! "" 
",победители не рождались победителями они учились и практиковали как побеждать и у них это есть каждый кто дает отличное свидетельство о своей жизни начинает с начала которое было неадекватным пока что-то не произошло прорыв стал очевиден
""" Когда ты любишь и принимаешь себя,  когда ты знаешь,  кто на самом деле заботится о тебе,  и когда ты учишься на своих ошибках,  тогда тебя перестает волновать,  что думают люди,  которые тебя не знают"" . 
",когда ты любишь и принимаешь себя когда ты знаешь кто на самом деле заботится о тебе и когда ты учишься на своих ошибках тогда тебя перестает волновать что думают люди которые тебя не знают
""" Он верил в себя,  верил в свои донкихотские амбиции,  позволяя неудачам предыдущего дня исчезать с наступлением каждого нового дня.  Вчера не было сегодня.  Прошлое не предсказывало будущее,  если он мог учиться на своих ошибках"" . 
",он верил в себя верил в свои донкихотские амбиции позволяя неудачам предыдущего дня исчезать с наступлением каждого нового дня вчера не было сегодня прошлое не предсказывало будущее если он мог учиться на своих ошибках
""" Если бы у нее был секс - или что-то близкое к нему - в старших классах,  я уверен,  это было бы вызвано не столько сексуальным желанием или любовью,  сколько литературным любопытством"" . 
",если бы у нее был секс или что-то близкое к нему в старших классах я уверен это было бы вызвано не столько сексуальным желанием или любовью сколько литературным любопытством
"Все умирают.  Важно то,  как человек живет. 
",все умирают важно то как человек живет
"Души героев выкованы богами и закалены болью жизни. 
",души героев выкованы богами и закалены болью жизни
""" Если бы Иисус Христос пришел сегодня,  люди даже не распяли бы его.  Они пригласили бы его на ужин,  послушали,  что он скажет,  и посмеялись бы над этим"" . 
",если бы иисус христос пришел сегодня люди даже не распяли бы его они пригласили бы его на ужин послушали что он скажет и посмеялись бы над этим
"О,  научи меня,  как я должен забыть думать ( 1. 1. 224) 
",о научи меня как я должен забыть думать 1 1 224
""" Важнейшими составляющими счастья являются:  что-то делать,  что-то любить и на что-то надеяться"" . 
",важнейшими составляющими счастья являются что-то делать что-то любить и на что-то надеяться
""" Ева позволила увлечь себя и съесть запретный плод,  имея в виду благую цель –  приобретение знаний о добре и зле.  Но Адамом двигало не это стремление к знаниям,  а просто жадность:  он съел его,  потому что услышал,  как Ева сказала,  что оно вкусное. "" 
",ева позволила увлечь себя и съесть запретный плод имея в виду благую цель приобретение знаний о добре и зле но адамом двигало не это стремление к знаниям а просто жадность он съел его потому что услышал как ева сказала что оно вкусное
""" Я Хлопающий человек.  Это обратная суперсила,  потому что вместо того,  чтобы поднимать тяжести,  я просто аплодирую и подбадриваю,  а всю работу делают другие"" . 
",я хлопающий человек это обратная суперсила потому что вместо того чтобы поднимать тяжести я просто аплодирую и подбадриваю а всю работу делают другие
""" Слава на самом деле совсем не обязательно связана с успехом.  Слава - это когда тебя просто признают за то,  что ты делаешь,  неважно,  хорошо это или плохо.  Усама бен Ладен был знаменит"" . 
",слава на самом деле совсем не обязательно связана с успехом слава это когда тебя просто признают за то что ты делаешь неважно хорошо это или плохо усама бен ладен был знаменит
""" Будь что будет,  Венн Ниманд и Андерес вайсс,  дассу дю вайсст"" . 
",будь что будет венн ниманд и андерес вайсс дассу дю вайсст
"Присутствие тех,  кто ищет истину,  бесконечно предпочтительнее присутствия тех,  кто думает,  что они ее нашли. 
",присутствие тех кто ищет истину бесконечно предпочтительнее присутствия тех кто думает что они ее нашли
"Моя девушка - ангел-тусовщица,  которая умеет надрать кому-нибудь задницу и готовить. 
",моя девушка ангел-тусовщица которая умеет надрать кому-нибудь задницу и готовить
""" Если никто не знает,  когда человек умрет,  как мы можем сказать,  что он умер преждевременно? "" 
",если никто не знает когда человек умрет как мы можем сказать что он умер преждевременно
""" Душа всегда должна быть приоткрыта,  Чтобы,  если небеса спросят,  Он не был обязан ждать или стесняться беспокоить ее. Уходите,  прежде чем хозяин задвинет засов на двери,  Чтобы поискать достойного гостя,  больше не ее посетителя"" . 
",душа всегда должна быть приоткрыта чтобы если небеса спросят он не был обязан ждать или стесняться беспокоить ее уходите прежде чем хозяин задвинет засов на двери чтобы поискать достойного гостя больше не ее посетителя
""" Книги имеют свойство находить дорогу в нашу жизнь,  как правило,  именно тогда,  когда мы больше всего в них нуждаемся"" . 
",книги имеют свойство находить дорогу в нашу жизнь как правило именно тогда когда мы больше всего в них нуждаемся
""" Я удивлен,  как трудно людям сказать "" Я люблю тебя"" .  Они произносят эти три волшебных слова только тогда,  когда уверены,  что услышат в ответ "" Я тоже тебя люблю"" .  Да ладно!  Распространяйте энергию любви,  ничего не ожидая!  Трусы не способны выражать любовь;  это прерогатива храбрых"" 
",я удивлен как трудно людям сказать я люблю тебя они произносят эти три волшебных слова только тогда когда уверены что услышат в ответ я тоже тебя люблю да ладно распространяйте энергию любви ничего не ожидая трусы не способны выражать любовь это прерогатива храбрых
"Любовь семьи и восхищение друзей гораздо важнее богатства и привилегий. 
",любовь семьи и восхищение друзей гораздо важнее богатства и привилегий
"Есть ли какие-нибудь хорошие новости? ""  Сказал Тесла. Кто когда-либо обещал это?  Кто когда-нибудь говорил,  что будут хорошие новости? 
",есть ли какие-нибудь хорошие новости сказал тесла кто когда-либо обещал это кто когда-нибудь говорил что будут хорошие новости
""" Пока вы не научитесь уверенно говорить "" НЕТ""  очень многим вещам,  вы всегда будете говорить "" ДА""  очень многим вещам.  Настоящий итог жизни,  полной сожалений,  - это жизнь,  в которой не удалось сбалансировать "" ДА""  и "" НЕТ"" .  Да!  Жизнь,  которая не смогла распознать,  когда нужно мужественно сказать "" НЕТ"" ,  а когда уверенно сказать "" ДА"" ! "" 
",пока вы не научитесь уверенно говорить нет очень многим вещам вы всегда будете говорить да очень многим вещам настоящий итог жизни полной сожалений это жизнь в которой не удалось сбалансировать да и нет да жизнь которая не смогла распознать когда нужно мужественно сказать нет а когда уверенно сказать да
